id,popularity,budget,revenue,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,genre_encoded,month of release
135397,32.985763,150000000,1513528810,124,5562,6.5,2015,137999939.3,1392445893,0,6
76341,28.419936,150000000,378436354,120,6185,7.1,2015,137999939.3,348161292.5,0,5
262500,13.112507,110000000,295238201,119,2480,6.3,2015,101199955.5,271619025.4,1,3
140607,11.173104,200000000,2068178225,136,5292,7.5,2015,183999919,1902723130,0,12
168259,9.335014,190000000,1506249360,137,2947,7.3,2015,174799923.1,1385748801,0,4
281957,9.1107,135000000,532950503,156,3929,7.2,2015,124199945.4,490314247,19,12
87101,8.654359,155000000,440603537,125,2598,5.8,2015,142599937.3,405355075.7,15,6
286217,7.6674,108000000,595380321,141,4572,7.6,2015,99359956.28,547749654.3,6,9
211672,7.404165,74000000,1156730962,91,2893,6.5,2015,68079970.04,1064192017,7,6
150540,6.326804,175000000,853708609,94,3935,8,2015,160999929.2,785411574.7,3,6
206647,6.200282,245000000,880674609,148,3254,6.2,2015,225399900.8,810220283.8,0,10
76757,6.189369,176000003,183987723,124,1937,5.2,2015,161919931.5,169268630.7,15,2
264660,6.118847,15000000,36869414,108,2854,7.6,2015,13799993.93,33919845.96,6,1
257344,5.984995,88000000,243637091,105,1575,5.8,2015,80959964.38,224146025.1,0,7
99861,5.944927,280000000,1405035767,141,4304,7.4,2015,257599886.7,1292632337,0,4
273248,5.8984,44000000,155760117,167,2389,7.4,2015,40479982.19,143299244.6,4,12
260346,5.749758,48000000,325771424,109,1578,6.1,2015,44159980.57,299709578.2,4,1
102899,5.573184,130000000,518602163,115,3779,7,2015,119599947.4,477113780,15,7
150689,5.556818,95000000,542351353,112,1495,6.8,2015,87399961.54,498963025.2,14,3
131634,5.476958,160000000,650523427,136,2380,6.5,2015,147199935.2,598481289.5,18,11
158852,5.462138,190000000,209035668,130,1899,6.2,2015,174799923.1,192312729.9,0,5
307081,5.337064,30000000,91709827,123,1386,7.3,2015,27599987.86,84373003.72,0,6
254128,4.907832,110000000,470490832,114,2060,6.1,2015,101199955.5,432851375,0,5
216015,4.710402,40000000,569651467,125,1865,5.3,2015,36799983.81,524079119,6,2
318846,4.648046,28000000,133346506,130,1545,7.3,2015,25759988.67,122678731.5,3,12
177677,4.566713,150000000,682330139,131,2349,7.1,2015,137999939.3,627743451.7,0,7
214756,4.564549,68000000,215863606,115,1666,6.3,2015,62559972.47,198594430.1,3,6
207703,4.503789,81000000,403802136,130,3833,7.6,2015,74519967.21,371497801.7,4,1
314365,4.062293,20000000,88346473,128,1559,7.8,2015,18399991.9,81278719.4,6,11
294254,3.968891,61000000,311256926,132,1849,6.4,2015,56119975.31,286356245.9,0,9
280996,3.927333,0,29355203,103,425,6.4,2015,0,27006774.88,13,6
198184,3.899557,49000000,102069268,120,1990,6.6,2015,45079980.16,93903685.24,4,3
254470,3.877764,29000000,287506194,115,1264,6.8,2015,26679988.26,264505582.1,3,5
296098,3.64821,40000000,162610473,141,1638,7.1,2015,36799983.81,149601569.3,17,10
257445,3.644541,58000000,150170815,103,600,6.2,2015,53359976.52,138157089,1,8
264644,3.557846,6000000,35401758,117,1520,8,2015,5519997.571,32569603.03,6,10
339527,3.358321,0,22354572,101,474,6.2,2015,0,20566197.19,4,9
105864,3.339135,175000000,331926147,93,1087,6.6,2015,160999929.2,305371920.9,1,11
241554,3.23737,50000000,71561644,114,814,6.3,2015,45999979.76,65836683.51,0,3
167073,3.227329,11000000,62076141,111,754,7.3,2015,10119995.55,57110024.59,6,11
277216,3.202719,28000000,201634991,147,918,7.7,2015,25759988.67,185504110.1,6,8
274854,3.080505,90000000,140396650,106,879,5.6,2015,82799963.57,129164861.2,8,10
321697,3.079522,30000000,34441873,122,1035,6.9,2015,27599987.86,31686509.22,10,10
203801,3.053421,75000000,108145109,116,1548,7,2015,68999969.64,99493456.5,3,8
293863,3.025852,25000000,42629776,112,1221,7.3,2015,22999989.88,39219376.66,8,4
325348,3.023253,10000000,14333790,97,396,5.9,2015,9199995.952,13187081,0,9
228161,2.976436,135000000,368871007,94,1060,6.9,2015,124199945.4,339361177.1,8,3
286565,2.968254,12000000,85512300,109,1252,6.2,2015,11039995.14,78671281.38,6,7
265208,2.93234,30000000,0,92,481,5.3,2015,27599987.86,0,17,1
254320,2.885126,4000000,9064511,118,638,6.6,2015,3679998.381,8339346.451,17,10
258480,2.883233,11800000,40272135,118,562,7.1,2015,10855995.22,37050347.9,14,11
257211,2.814802,35000000,194564672,121,1255,7.1,2015,32199985.83,178999419.5,3,9
253412,2.798017,55000000,203427584,121,1172,6.7,2015,50599977.74,187153294.9,1,9
274479,2.793297,60000000,101134059,124,1001,6.4,2015,55199975.71,93043293.34,3,12
257088,2.614499,105000000,133718711,114,505,5.5,2015,96599957.5,123021160,0,12
295964,2.584264,20000000,36606743,100,631,6.3,2015,18399991.9,33678188.74,6,10
238615,2.578919,26000000,30523226,116,719,6.2,2015,23919989.48,28081355.56,15,7
210860,2.575711,60000000,30418560,106,696,5.3,2015,55199975.71,27985062.89,3,1
306819,2.557859,15000000,64191523,120,867,7.3,2015,13799993.93,59056175.18,6,11
201088,2.550747,70000000,17752940,133,584,5,2015,64399971.66,16332697.61,13,1
273481,2.487849,30000000,84025816,121,1479,7.1,2015,27599987.86,77303716.71,0,9
166424,2.487042,120000001,167977596,100,1565,4.4,2015,110399952.3,154539320.3,0,8
310131,2.46449,3500000,40423945,92,700,5.8,2015,3219998.583,37190013.04,13,3
238713,2.404473,65000000,235666219,120,1840,6.9,2015,59799973.69,216812826.1,0,5
256591,2.395366,50100000,153962963,105,1831,6.7,2015,46091979.72,141645863.6,14,2
249070,2.354654,35000000,82347656,96,820,5.5,2015,32199985.83,75759810.19,0,8
205775,2.345821,100000000,93820758,122,805,6.4,2015,91999959.52,86315059.38,17,11
334074,2.331636,20000000,0,96,280,5.4,2015,18399991.9,0,4,5
312221,2.331567,35000000,137935567,133,1171,7.3,2015,32199985.83,126900665.8,6,11
271718,2.31767,35000000,140795793,125,849,6.1,2015,32199985.83,129532072.6,3,7
333352,2.29573,13000000,32848185,102,265,7.2,2015,11959994.74,30220316.9,6,9
276907,2.28135,25000000,42972994,131,619,6.7,2015,22999989.88,39535137.08,4,9
284289,2.272044,0,45895,95,81,5.5,2015,0,42223.38142,17,4
266647,2.234573,150000000,128388320,111,586,5.9,2015,137999939.3,118117202.4,1,9
347096,2.165433,0,0,108,27,5.1,2015,0,0,0,6
308369,2.141506,0,0,105,569,7.7,2015,0,0,3,6
227973,2.140199,99000000,246233113,88,414,6.4,2015,91079959.92,226534364.3,1,11
321741,2.121884,35000000,48623572,123,500,6.9,2015,32199985.83,44733666.56,6,11
296100,2.096273,25000000,52395996,100,363,6.1,2015,22999989.88,48204295.11,3,11
263472,2.080935,2500000,5214043,99,473,4.8,2015,2299998.988,4796917.449,6,6
228205,2.070708,34000000,63013281,128,711,7.3,2015,31279986.24,57972193.01,14,4
159824,2.060162,80000000,466183544,89,919,6.8,2015,73599967.62,428888671.8,2,9
333348,2.055572,17000000,24000000,107,111,5.3,2015,15639993.12,22079990.28,7,11
285783,2.049886,35000000,61181942,123,706,6.8,2015,32199985.83,56287361.87,1,9
290764,2.026651,11000000,1863315,94,326,5.9,2015,10119995.55,1714249.046,0,1
296099,2.000338,31000000,104384188,99,846,6.1,2015,28519987.45,96033410.71,1,7
243688,1.984529,35000000,95437994,93,589,5,2015,32199985.83,87802915.85,11,5
287424,1.980039,4000000,187112,95,384,5.1,2015,3679998.381,172142.9643,11,5
301875,1.959765,0,2000000,101,135,5.6,2015,0,1839999.19,6,9
181283,1.95632,50000000,3324330,137,341,5.9,2015,45999979.76,3058382.254,4,3
328425,1.926739,5000000,58978653,108,631,6.6,2015,4599997.976,54260336.89,17,7
274167,1.904898,50000000,240360392,96,568,5.7,2015,45999979.76,221131463.3,3,12
370687,1.876037,0,0,0,11,5.4,2015,0,0,8,12
307663,1.872696,10000000,0,96,181,4.1,2015,9199995.952,0,17,1
309809,1.865007,64000000,97571250,92,423,7.5,2015,58879974.09,89765510.5,1,7
258509,1.841779,0,233755553,92,278,5.7,2015,0,215055014.1,1,12
298382,1.82313,11930000,18340000,118,197,6.9,2015,10975595.17,16872792.58,6,10
272693,1.758618,8500000,43528634,100,753,6.8,2015,7819996.559,40046325.66,14,2
283445,1.742286,10000000,52882018,97,331,5.5,2015,9199995.952,48651435.15,11,8
256961,1.73518,30000000,107597242,94,422,5.3,2015,27599987.86,98989419.08,0,4
326359,1.724712,0,0,8,475,7,2015,0,0,1,3
254302,1.661789,0,0,119,161,5.4,2015,0,0,0,9
241251,1.651078,4000000,50163103,91,810,3.9,2015,3679998.381,46150034.45,17,1
292040,1.646664,0,0,104,114,5.6,2015,0,0,17,4
188222,1.532997,30000000,49263404,104,364,6.2,2015,27599987.86,45322311.74,3,6
252838,1.510096,23000000,79799880,101,446,6.5,2015,21159990.69,73415857.3,3,1
273477,1.499614,15000000,14860766,93,288,6.2,2015,13799993.93,13671898.7,3,10
298312,1.495112,5000000,98450062,94,729,5.9,2015,4599997.976,90574017.19,11,9
261023,1.483246,53000000,99775678,122,848,6.3,2015,48759978.55,91793583.37,4,9
336004,1.449072,8900000,50136,93,233,5.4,2015,8187996.397,46125.0997,4,11
287903,1.448002,15000000,61548707,98,342,5.9,2015,13799993.93,56624785.53,11,11
182560,1.443406,20000000,208588,113,322,5.7,2015,18399991.9,191900.8756,6,3
192141,1.41239,5000000,54418872,103,519,6.7,2015,4599997.976,50065340.21,0,8
308639,1.40805,700000,17986781,103,448,7.3,2015,643999.7166,16547831.24,4,6
261392,1.388251,28000000,28208085,96,695,5.9,2015,25759988.67,25951426.78,3,8
304357,1.388032,11000000,61619773,120,277,7.3,2015,10119995.55,56690166.22,6,4
297291,1.38032,0,0,105,22,4.5,2015,0,0,0,1
266294,1.376605,30000000,105011053,118,399,5.9,2015,27599987.86,96610126.25,3,12
227719,1.360926,12000000,32248241,106,637,6.3,2015,11039995.14,29668368.67,15,1
86828,1.360827,0,5189646,85,199,5.8,2015,0,4774472.219,3,6
287948,1.355822,25000000,72629670,96,407,5.3,2015,22999989.88,66819267,17,9
201085,1.345982,55000000,74679822,119,819,6.4,2015,50599977.74,68705406.01,13,10
277355,1.342839,0,0,90,169,5.1,2015,0,0,17,1
264999,1.338481,14800000,122413057,115,501,6.3,2015,13615994.01,112619962.9,3,7
146301,1.338322,10000000,78099553,88,267,5,2015,9199995.952,71851557.15,11,10
223485,1.329702,0,229094,84,229,6.6,2015,0,210766.3873,14,4
294016,1.316239,15000000,8235661,124,273,7.2,2015,13799993.93,7576804.786,6,10
290751,1.315266,19500000,32189727,111,202,6.2,2015,17939992.11,29614535.81,4,10
309245,1.29314,0,2500431,84,132,6.4,2015,0,2300395.508,3,8
228165,1.291013,74000000,311594032,93,533,5.7,2015,68079970.04,286666383.3,7,2
245706,1.284541,0,4719695,100,354,6,2015,0,4342117.489,4,4
272878,1.278928,20000000,43967255,111,214,7,2015,18399991.9,40449856.8,1,6
263109,1.25358,0,59700000,85,340,6.9,2015,0,54923975.83,7,2
157827,1.251681,11000000,0,109,43,6.3,2015,10119995.55,0,6,5
321751,1.245224,0,1702433,106,102,6.3,2015,0,1566237.671,3,8
266396,1.225325,40000000,10664749,115,283,5.6,2015,36799983.81,9811564.763,0,2
277685,1.191138,1000000,62882090,82,643,5.6,2015,919999.5952,57851497.35,11,4
268920,1.178831,35000000,51680201,87,472,5.5,2015,32199985.83,47545764,0,5
280092,1.164724,10000000,104303851,97,610,6.3,2015,9199995.952,95959500.7,6,6
193687,1.161812,0,118483,97,181,5.5,2015,0,109004.312,6,8
300803,1.144808,0,0,97,59,4.5,2015,0,0,0,2
328589,1.142518,6000000,41387687,104,135,5.9,2015,5519997.571,38076655.29,3,11
228066,1.138395,40000000,34227298,109,408,5.5,2015,36799983.81,31489100.3,6,11
378373,1.128081,0,0,98,11,7.5,2015,0,0,1,12
291270,1.125239,8000000,3759286,90,259,6.7,2015,7359996.762,3458541.598,2,12
294963,1.073349,1800000,0,132,220,6.3,2015,1655999.271,0,11,10
241257,1.065888,0,17671101,106,310,5.2,2015,0,16257405.77,11,10
245698,1.063055,0,0,114,148,6.6,2015,0,0,6,9
353326,1.046518,0,11472454,108,104,7.1,2015,0,10554653.04,6,9
346808,1.041922,20000000,0,96,100,5.8,2015,18399991.9,0,17,8
250124,1.03839,2000000,1477002,102,186,6.8,2015,1839999.19,1358841.242,6,8
290637,1.036825,0,0,94,114,5.3,2015,0,0,11,9
244458,1.02762,0,0,101,371,6,2015,0,0,11,2
308504,1.021441,0,3643591,115,237,6.3,2015,0,3352102.245,0,4
314405,1.008474,12000000,0,125,211,5.7,2015,11039995.14,0,14,5
282984,1.007054,11000000,27391084,95,319,6.1,2015,10119995.55,25199786.19,13,7
157843,0.973316,15000000,0,128,30,6,2015,13799993.93,0,6,9
275601,0.956096,18000000,41325328,100,152,5.5,2015,16559992.71,38019285.03,3,7
290762,0.953647,0,0,112,139,7.2,2015,0,0,3,9
251516,0.953046,630019,0,31,487,7.7,2015,579617.225,0,0,5
304372,0.950793,12000000,60273173,100,122,5.6,2015,11039995.14,55451294.76,6,9
324807,0.938432,0,1936524,120,69,5.8,2015,0,1781601.296,4,11
252512,0.93762,10000000,7587485,97,265,5.9,2015,9199995.952,6980483.129,6,3
257091,0.927339,40000000,106511453,100,661,5.9,2015,36799983.81,97990493.64,3,3
228968,0.91704,0,0,95,131,5.8,2015,0,0,6,3
347969,0.913085,60000000,0,119,252,4.8,2015,55199975.71,0,3,12
237756,0.90686,0,0,90,96,5.1,2015,0,0,3,4
293646,0.906036,25000000,24902723,120,262,5.8,2015,22999989.88,22910495.08,10,8
245168,0.898296,14000000,16002420,106,231,7.1,2015,12879994.33,14722219.92,6,10
311291,0.894477,0,0,95,167,6,2015,0,0,6,8
301351,0.880938,6000000,11122090,96,412,6.2,2015,5519997.571,10232318.3,6,8
248574,0.880268,0,6075,96,215,5.5,2015,0,5588.997541,1,4
225728,0.874641,0,13192457,113,269,6.4,2015,0,12137055.1,10,8
326425,0.872149,0,16775,83,57,4.2,2015,0,15432.99321,0,12
342474,0.861179,0,0,94,92,5.2,2015,0,0,3,7
277217,0.848748,0,0,112,262,6.7,2015,0,0,12,7
207936,0.843174,0,0,105,22,6.6,2015,0,0,12,4
250734,0.842202,0,30229977,119,220,6.9,2015,0,27811566.6,14,5
249688,0.836941,0,3002884,106,126,7.3,2015,0,2762652.064,6,7
268238,0.832487,10000000,85978266,122,196,6.4,2015,9199995.952,79099969.92,6,2
256962,0.829111,20000000,6420319,106,113,7.1,2015,18399991.9,5906690.881,3,4
322456,0.821443,0,0,48,14,6.4,2015,0,0,0,2
302528,0.820691,0,1986615,94,75,7.7,2015,0,1827684.996,6,10
222936,0.814206,37000000,26250020,105,469,5.2,2015,34039985.02,24150007.77,1,5
316002,0.813893,26000000,0,100,64,3.6,2015,23919989.48,0,14,2
365806,0.810667,0,0,67,32,5.3,2015,0,0,0,10
10317,0.795762,28000000,7002261,108,122,5.7,2015,25759988.67,6442077.285,6,9
334538,0.792471,0,0,101,57,5.1,2015,0,0,6,6
306947,0.787969,0,231737,100,192,6.4,2015,0,213197.9462,17,3
328901,0.781809,0,0,90,55,4.5,2015,0,0,6,4
382517,0.773909,0,0,85,33,5.6,2015,0,0,2,12
310133,0.77107,0,134552,86,174,5.5,2015,0,123787.7855,17,8
237584,0.768138,0,0,93,17,4.3,2015,0,0,17,4
288036,0.758133,0,3214116,100,197,6.2,2015,0,2956985.419,3,6
354110,0.747541,11000000,0,90,53,5.6,2015,10119995.55,0,19,9
331781,0.738404,0,8413144,128,345,7.5,2015,0,7740089.074,5,7
253161,0.7299,0,0,118,52,5.3,2015,0,0,6,6
312831,0.719407,0,0,97,122,4.9,2015,0,0,8,11
316322,0.714131,0,0,74,13,5.5,2015,0,0,7,1
301846,0.707355,0,0,89,62,4.9,2015,0,0,11,10
306745,0.706023,7000000,573335,103,86,7.1,2015,6439997.166,527467.9679,14,10
332340,0.70137,0,0,88,264,6.5,2015,0,0,14,5
292431,0.699932,3000000,695269,134,307,4.7,2015,2759998.786,639647.1986,6,7
300693,0.69957,9600000,2541554,121,89,6.4,2015,8831996.114,2338228.651,6,9
333381,0.696184,0,0,95,88,5,2015,0,0,17,5
256924,0.690479,10000000,10835752,107,114,6.6,2015,9199995.952,9968887.454,3,3
253414,0.689579,15000000,3020664,100,56,5.1,2015,13799993.93,2779009.657,3,10
254172,0.689571,2240000,0,116,142,7,2015,2060799.093,0,6,10
320588,0.673792,1000000,14444999,95,87,6.6,2015,919999.5952,13289393.23,3,11
157544,0.669351,13000000,1784763,91,164,4.5,2015,11959994.74,1641981.238,17,7
283235,0.661471,8000000,1411927,112,121,6.8,2015,7359996.762,1298972.268,6,9
243938,0.661163,14000000,12314651,93,244,5,2015,12879994.33,11329473.94,3,2
86835,0.654335,0,0,118,101,5.7,2015,0,0,14,9
254905,0.654046,4000000,143101,97,35,5,2015,3679998.381,131652.8621,6,6
309242,0.649628,0,0,108,74,5.7,2015,0,0,6,7
332502,0.644786,0,0,91,98,4.2,2015,0,0,13,10
286192,0.640151,0,0,7,298,7.3,2015,0,0,2,6
284674,0.638557,0,0,94,135,4.7,2015,0,0,17,8
360055,0.633608,0,0,88,11,5,2015,0,0,0,9
352179,0.629561,0,0,110,14,5.9,2015,0,0,6,9
246127,0.607124,0,8034,118,44,5.1,2015,0,7391.276748,6,4
338676,0.606113,0,0,110,135,5.3,2015,0,0,6,8
330982,0.604928,0,0,116,25,3.6,2015,0,0,13,9
232572,0.602165,8000000,35991087,104,171,5.4,2015,7359996.762,33111785.47,6,9
112454,0.599751,0,0,100,182,5.2,2015,0,0,11,3
243940,0.599655,3300000,64110728,83,327,4.9,2015,3035998.664,58981843.81,17,1
321528,0.589472,0,0,72,142,6.8,2015,0,0,0,4
317744,0.586735,8000000,0,91,57,5.4,2015,7359996.762,0,17,5
300792,0.584363,0,0,90,36,7.8,2015,0,0,1,1
239573,0.577814,35000000,14431253,90,241,4.9,2015,32199985.83,13276746.92,3,3
167810,0.570744,2000000,45431,95,129,5.7,2015,1839999.19,41796.50161,8,4
319075,0.569443,0,0,132,197,7.5,2015,0,0,12,3
316042,0.561032,0,0,120,29,5.7,2015,0,0,18,10
334527,0.560744,7000000,0,94,67,5.9,2015,6439997.166,0,17,11
300153,0.560423,12000000,0,112,75,5.9,2015,11039995.14,0,6,7
228203,0.553238,0,45710059,128,139,7.4,2015,0,42053235.78,6,2
332704,0.548587,0,0,90,52,5.4,2015,0,0,11,7
278236,0.547827,0,0,111,133,6,2015,0,0,6,3
276839,0.546458,3000000,0,98,136,4.9,2015,2759998.786,0,6,3
326215,0.542568,6000000,0,85,50,5.7,2015,5519997.571,0,2,4
363689,0.5327,0,0,90,10,4.1,2015,0,0,17,10
318256,0.532239,0,0,84,158,5.9,2015,0,0,5,5
299245,0.532205,100000,42664410,87,247,5,2015,91999.95952,39251239.93,11,7
333344,0.52985,0,0,93,12,4.8,2015,0,0,6,9
357096,0.527957,0,0,91,100,5,2015,0,0,11,10
309299,0.526642,0,0,97,94,6.9,2015,0,0,10,10
314385,0.524315,10000000,3334927,122,82,5.4,2015,9199995.952,3068131.49,6,11
333596,0.52025,0,0,123,32,6.8,2015,0,0,6,10
361042,0.516954,0,0,90,19,5.1,2015,0,0,11,10
353686,0.515401,0,0,80,67,5.5,2015,0,0,17,8
318954,0.514735,0,1236094,103,13,6.2,2015,0,1137205.98,0,4
289191,0.513386,0,0,97,18,4,2015,0,0,6,6
324333,0.50732,0,0,100,16,4.1,2015,0,0,4,6
252164,0.504828,0,0,91,29,5,2015,0,0,6,6
360784,0.502489,0,0,83,96,6.5,2015,0,0,17,9
336313,0.497265,0,157768,86,47,4.3,2015,0,145146.4961,8,10
240483,0.486351,21000000,0,90,63,4.9,2015,19319991.5,0,1,1
321494,0.482422,0,0,90,43,4.7,2015,0,0,0,3
353595,0.47784,0,0,67,17,6.8,2015,0,0,0,8
360603,0.476341,0,0,84,10,7.6,2015,0,0,16,11
264337,0.475473,0,0,83,38,6.6,2015,0,0,0,1
289716,0.474788,0,0,119,13,5.8,2015,0,0,6,1
296065,0.474626,0,0,88,77,5.6,2015,0,0,11,10
337029,0.473344,0,0,89,14,4.5,2015,0,0,11,11
317952,0.471393,0,0,100,112,7.5,2015,0,0,6,7
325358,0.471091,20000000,0,99,60,4.4,2015,18399991.9,0,3,3
272548,0.470991,0,0,107,53,6,2015,0,0,3,3
340275,0.470124,0,0,127,33,5.9,2015,0,0,12,12
309887,0.467556,5300000,0,85,24,5.8,2015,4875997.855,0,3,3
302429,0.465707,0,13603453,99,68,6.1,2015,0,12515171.25,12,1
253331,0.46209,9000000,21571189,121,72,6.7,2015,8279996.357,19845485.15,6,1
293771,0.459597,0,0,118,82,4.9,2015,0,0,11,3
323373,0.454151,0,0,86,83,6.5,2015,0,0,3,8
323027,0.452939,0,0,76,99,6.9,2015,0,0,0,7
297806,0.450872,13000000,1646788,123,19,5.6,2015,11959994.74,1515044.293,6,9
253626,0.45016,0,316472,104,132,5.7,2015,0,291154.1119,0,4
354251,0.444265,0,0,89,73,6,2015,0,0,8,9
329637,0.444193,0,0,88,31,4.1,2015,0,0,0,8
257444,0.443525,0,0,110,22,6.1,2015,0,0,17,8
355338,0.442835,0,0,5,137,7.3,2015,0,0,2,11
271736,0.442427,0,3286448,103,107,5.9,2015,0,3023530.83,6,9
309581,0.442067,0,0,94,78,5.2,2015,0,0,17,7
293970,0.441882,0,0,91,211,6.6,2015,0,0,11,10
279690,0.441402,0,0,99,65,6.3,2015,0,0,17,3
364067,0.439598,0,0,56,101,5.4,2015,0,0,3,12
318922,0.438409,0,0,100,54,5.5,2015,0,0,17,11
335077,0.437088,0,0,88,18,3.5,2015,0,0,7,5
266639,0.435582,5000000,2333684,119,69,5.7,2015,4599997.976,2146988.335,6,10
274504,0.433073,0,0,105,23,4.8,2015,0,0,17,4
244316,0.429892,10000000,0,94,35,5,2015,9199995.952,0,0,2
352208,0.427116,0,0,120,67,7.2,2015,0,0,5,12
283587,0.424813,6000000,90777,137,306,7.5,2015,5519997.571,83514.80325,6,9
311539,0.423161,0,0,99,56,5.6,2015,0,0,11,10
277713,0.42179,0,0,135,19,7.1,2015,0,0,6,12
347945,0.429756,0,4505,101,45,5.3,2015,0,4144.598176,17,7
363483,0.417191,0,0,84,12,6.3,2015,0,0,7,11
344854,0.415041,0,0,90,15,5.5,2015,0,0,17,8
234212,0.414913,3000000,3387000,83,91,5,2015,2759998.786,3116038.629,17,2
354220,0.370258,0,0,95,10,4.7,2015,0,0,4,9
283596,0.412877,0,0,96,21,5.7,2015,0,0,17,7
250225,0.412503,1000000,0,101,58,5.8,2015,919999.5952,0,6,1
307479,0.409698,0,0,88,20,4.4,2015,0,0,17,1
339145,0.405095,0,0,86,23,6.2,2015,0,0,6,6
323660,0.404511,0,0,90,23,3.8,2015,0,0,8,3
308638,0.402236,447524,771317,101,47,4.2,2015,411721.8988,709611.3278,6,5
359983,0.250209,0,0,44,48,5.9,2015,0,0,7,11
300155,0.399947,0,228136,97,42,6.2,2015,0,209885.0277,17,5
328595,0.398982,0,0,83,92,6.1,2015,0,0,15,3
327528,0.396791,0,830129,97,16,6.8,2015,0,763718.344,6,9
329540,0.394466,1950000,0,90,35,5.7,2015,1793999.211,0,17,4
306964,0.393642,0,0,90,74,5.3,2015,0,0,11,10
360387,0.393566,1000000,0,92,23,4.4,2015,919999.5952,0,1,10
362185,0.391326,0,0,88,16,5.4,2015,0,0,17,8
94365,0.386529,0,0,103,75,3.5,2015,0,0,11,5
241855,0.383406,0,49970,109,110,6.5,2015,0,45972.37977,11,3
322518,0.383183,0,0,92,26,4.9,2015,0,0,17,2
291272,0.382997,0,0,84,91,5.5,2015,0,0,11,6
324963,0.71289,0,0,75,11,7,2015,0,0,2,3
342927,0.378836,0,0,90,15,3.8,2015,0,0,15,7
361159,0.37668,0,0,97,24,3.3,2015,0,0,11,10
365805,0.411416,0,0,83,12,3.6,2015,0,0,17,11
351964,0.374853,0,0,88,41,5.9,2015,0,0,3,6
362057,0.372889,0,0,86,43,5,2015,0,0,6,12
137333,0.371145,0,0,91,21,6.1,2015,0,0,17,1
317198,0.370148,0,0,90,21,6.5,2015,0,0,16,2
57876,0.369529,5000000,0,91,82,4.4,2015,4599997.976,0,11,5
339533,0.369108,0,0,90,60,3.7,2015,0,0,16,5
277546,0.36817,6000000,0,90,35,4.8,2015,5519997.571,0,6,8
308457,0.367617,0,0,92,29,6.4,2015,0,0,15,6
306482,0.367434,0,0,98,16,5.8,2015,0,0,17,1
362105,0.36603,4400000,0,85,22,7.2,2015,4047998.219,0,3,9
245846,0.365901,10000000,17472,111,48,5,2015,9199995.952,16074.23293,6,7
330112,0.329164,0,0,102,104,5.9,2015,0,0,6,4
322766,0.359826,0,0,90,21,5.4,2015,0,0,4,1
361931,0.357654,0,0,0,80,6.5,2015,0,0,5,11
318224,0.357614,0,0,119,186,7.8,2015,0,0,5,1
309503,0.357567,0,0,103,30,5.5,2015,0,0,17,8
348811,0.356519,0,0,92,26,4.9,2015,0,0,18,8
310135,0.354624,0,0,95,136,6.6,2015,0,0,1,8
355111,0.350858,0,0,84,17,6.3,2015,0,0,2,8
335866,0.350599,0,0,87,167,6.1,2015,0,0,6,10
295592,0.348306,0,16661077,81,39,6.3,2015,0,15328184.1,2,4
335970,0.347797,0,0,107,23,4.2,2015,0,0,3,7
366142,0.344994,0,0,4,16,5.9,2015,0,0,2,11
310121,0.344549,0,7449681,92,39,6.2,2015,0,6853703.504,6,5
361263,0.34253,0,0,87,10,5.6,2015,0,0,6,10
324308,0.574031,0,494506,129,110,6.2,2015,0,454945.3198,5,8
326923,0.339297,0,0,88,18,5.9,2015,0,0,6,2
356842,0.511431,0,0,87,33,5.9,2015,0,0,17,10
339530,0.336453,0,0,99,47,5.1,2015,0,0,15,10
331190,0.336107,2000000,2801508,97,55,5.7,2015,1839999.19,2577386.226,4,9
301729,0.335941,0,0,94,39,4.6,2015,0,0,15,1
395883,0.333656,0,0,100,24,4.7,2015,0,0,0,11
356300,0.332921,0,0,101,17,4.7,2015,0,0,3,9
218784,0.330968,0,70958,92,78,5.6,2015,0,65281.33128,15,10
310137,0.330484,0,0,80,54,5.4,2015,0,0,17,6
342917,0.329776,0,0,81,30,6.1,2015,0,0,0,8
79698,0.329109,27000000,0,109,22,4.6,2015,24839989.07,0,0,2
337960,0.327373,0,0,128,43,7.9,2015,0,0,6,8
296130,0.327066,0,0,82,32,4.2,2015,0,0,15,8
327418,0.32705,0,0,78,39,5.8,2015,0,0,0,5
246133,0.324666,0,0,113,11,4,2015,0,0,6,8
328869,0.324515,0,0,105,17,6.4,2015,0,0,6,10
308032,0.324,0,643557,122,135,6.8,2015,0,592072.1795,17,7
329829,0.390188,0,0,106,12,6.1,2015,0,0,6,12
330544,0.322653,0,0,107,21,5.9,2015,0,0,6,5
299551,0.32264,0,0,92,92,5.3,2015,0,0,11,1
207270,0.30035,0,0,86,24,4.2,2015,0,0,17,5
307946,0.318459,0,0,85,25,5.7,2015,0,0,6,10
356905,0.315196,0,0,95,15,6.1,2015,0,0,7,9
318279,0.314199,0,2334228,89,42,6.9,2015,0,2147488.815,1,1
345637,0.422901,0,0,7,47,6.9,2015,0,0,2,11
284286,0.307395,0,3447633,105,44,5.9,2015,0,3171820.964,14,8
340816,0.305916,0,0,95,11,5.8,2015,0,0,14,12
206197,0.302474,0,0,104,25,6.6,2015,0,0,13,4
331446,0.301343,0,0,88,68,4.5,2015,0,0,16,7
351901,0.300128,0,0,90,18,4.5,2015,0,0,0,9
